DISPUTE_ID,Customer_ID,Transaction_Date,Chargeback_Date,DISPUTE_TYPE,PRODUCT_TYPE,Amount,Merchant_ID,Customer_Documentation,ASSIGNED_STAFF,STATUS,CUSTOMER_STATEMENT,Outcome,Decision_Date,Resolution Time,Fraud_Indicator
DS000714,C000014,2022-02-22 07:51:21.081081080,2022-05-05 07:51:21.081081080,Billing Descriptor Issue,Beauty and Personal Care,11347.87,MC000050,Terms and Conditions,Staff_145,Pending,"Hi, I purchased this product on 2022-02-22 07:51:21.081081080. The product was not as described on the website. The product was not as described on the website. The product, Outcome:",resolved in favor of member,2022-09-26 07:51:21.081081080,0,True
DS000715,C000046,2022-02-23 10:11:10.270270272,2022-03-31 10:11:10.270270272,Billing Descriptor Issue,Furniture,98139.85,MC000024,Photos/Videos,Staff_204,Resolved,"The chargeback reason for this transaction was due to a billing descriptor issue, and the product type was furniture. The customer provided photos/videos as documentation and the dispute was resolved. Overall, I am pleased with the transaction and the product received.",resolved in favor of merchant,2022-04-16 10:11:10.270270272,16,True
DS000716,C000055,2022-02-24 12:30:59.459459456,2022-03-18 12:30:59.459459456,Unauthorized Recurring Charge,Fashion hub,58514.3,MC000069,Service Agreement,Staff_326,Pending,This is an unfair dispute and I would like to clarify that this charge was not made without my consent. It was a legitimate transaction made by the merchant. I am a loyal customer of the merchant and have been making regular purchases from them for over a year. I have never had any issues with the quality of their,resolved in favor of member,2022-05-13 12:30:59.459459456,0,True
DS000717,C000056,2022-02-25 14:50:48.648648648,2022-03-08 14:50:48.648648648,Billing Descriptor Issue,Pet Supplies,51585.05,MC000048,Receipt,Staff_350,Rejected,"I recently made a purchase from a merchant for pet supplies, but unfortunately, the billing descriptor for the transaction was incorrect. This resulted in a chargeback. The merchant was quick to resolve the issue, and the chargeback was resolved in my favor. I am pleased with the resolution and will continue to shop with this",resolved in favor of member,2022-05-20 14:50:48.648648648,0,True
DS000718,C000050,2022-02-26 17:10:37.837837840,2022-04-26 17:10:37.837837840,Return Policy Violation,Baby care,79767.6,MC000079,Service Agreement,Staff_238,Resolved,"I am writing to dispute the recent charge on my credit card for a purchase I made on your website. I ordered a baby care product, and while I was expecting a high-quality item, I was disappointed. The product arrived damaged, and it does not function as advertised. I am not satisfied with the product",resolved in favor of merchant,2022-07-06 17:10:37.837837840,71,False
DS000719,C000018,2022-02-27 19:30:27.027027024,2022-05-03 19:30:27.027027024,Unauthorized Recurring Charge,Baby care,15861.13,MC000022,Identity Verification Documents,Staff_081,Resolved,"I recently received a chargeback for an unauthorized recurring charge on my credit card. I am writing this review to inform you that I have never authorized this charge, and I have no idea how it appeared on my statement. I have contacted my bank, and they have informed me that the charge is for a product",resolved in favor of member,2022-08-29 19:30:27.027027024,118,False
DS000720,C000088,2022-02-28 21:50:16.216216216,2022-03-24 21:50:16.216216216,Fraudulent Transaction,Furniture,41868.54,MC000021,Receipt,Staff_281,Rejected,"Dear Merchant,",resolved in favor of member,2022-07-29 21:50:16.216216216,0,True
DS000721,C000094,2022-03-02 00:10:05.405405408,2022-05-09 00:10:05.405405408,Unauthorized Recurring Charge,Fashion hub,68201.36,MC000091,Terms and Conditions,Staff_183,Rejected,"I would like to file a chargeback for the following transaction: C000094, 2022-03-02 00:10:05.405405408, DS000721, Outcome: resolved",resolved in favor of merchant,2022-05-14 00:10:05.405405408,0,True
DS000722,C000059,2022-03-03 02:29:54.594594592,2022-03-23 02:29:54.594594592,Product Defective,Furniture,248.79,MC000058,Bank Statement,Staff_298,Rejected,"I recently purchased a sofa from a popular online furniture store, and I was very excited when it arrived. However, upon opening the package, I was disappointed to find that the sofa was severely damaged and not in the condition I had expected. The fabric was stained and ripped, and the frame was bent and unusable",resolved in favor of member,2022-08-05 02:29:54.594594592,0,True
DS000723,C000017,2022-03-04 04:49:43.783783784,2022-05-15 04:49:43.783783784,Merchant Error,Baby care,52394.94,MC000004,Fraud Report,Staff_012,Resolved,"I recently purchased a baby care product from a popular online store. I was excited to try out the product as it was advertised as being able to help with my baby's skin issues. However, after using the product for a few weeks, I noticed that my baby's skin had actually gotten worse. I",resolved in favor of merchant,2022-08-30 04:49:43.783783784,107,False
DS000724,C000064,2022-03-05 07:09:32.972972968,2022-05-11 07:09:32.972972968,Unrecognized Transaction,Baby care,34305.82,MC000011,No Documentation Provided,Staff_312,Rejected,"I ordered a baby care product from a merchant, but the transaction was not recognized by my bank. I contacted the merchant, but they failed to provide me with any documentation. This resulted in the chargeback being rejected due to insufficient documentation. The outcome of the dispute was not in my favor, and the resolution time",resolved in favor of member,2022-09-07 07:09:32.972972968,0,True
DS000725,C000035,2022-03-06 09:29:22.162162160,2022-05-08 09:29:22.162162160,Billing Descriptor Issue,Beauty and Personal Care,31267.81,MC000095,Bank Statement,Staff_252,New,"This is a negative review for a purchase of a beauty product made on 2022-03-06 09:29:22.162162160. The chargeback reason is Billing Descriptor Issue and the product type is, Outcome:",resolved in favor of member,2022-07-09 09:29:22.162162160,0,True
DS000726,C000087,2022-03-07 11:49:11.351351352,2022-04-18 11:49:11.351351352,Return Policy Violation,Sports Equipments,45722.0,MC000060,Receipt,Staff_388,Pending,"Hello,",resolved in favor of member,2022-04-27 11:49:11.351351352,0,False
DS000727,C000049,2022-03-08 14:09:00.540540536,2022-04-16 14:09:00.540540536,Identity Theft,Toys and Games,54943.4,MC000015,Bank Statement,Staff_221,Pending,"I am writing this review in regards to my recent purchase of a PlayStation 5 console. I purchased the console on March 8, 2022 from a merchant called MC000015. The console was delivered to me on time and it was in good condition. However, I later",resolved in favor of merchant,2022-09-10 14:09:00.540540536,0,True
DS000728,C000046,2022-03-09 16:28:49.729729728,2022-04-29 16:28:49.729729728,Billing Descriptor Issue,Baby care,46774.18,MC000053,Terms and Conditions,Staff_258,New,"I am writing to inform you that I did not authorize the purchase of two packs of baby diapers for $46774.18 on my credit card. I have never purchased baby diapers from this merchant, and I have not given any authorization for this purchase to be made. I",resolved in favor of member,2022-10-20 16:28:49.729729728,0,False
DS000729,C000033,2022-03-10 18:48:38.918918920,2022-03-19 18:48:38.918918920,Lack of Disclosure,Toys and Games,17812.98,MC000089,Identity Verification Documents,Staff_299,Rejected,"Dear Merchant,",resolved in favor of member,2022-04-02 18:48:38.918918920,0,True
DS000730,C000018,2022-03-11 21:08:28.108108104,2022-04-15 21:08:28.108108104,Unauthorized Recurring Charge,Furniture,7664.02,MC000035,Identity Verification Documents,Staff_379,Rejected,"I recently received an unauthorized recurring charge from the merchant MC000035. I have never authorized this merchant to charge my account. The charge was for a furniture product, which I did not purchase. I contacted the merchant to dispute the charge, but they have been unhelpful and non-",resolved in favor of member,2022-06-07 21:08:28.108108104,0,True
DS000731,C000072,2022-03-12 23:28:17.297297296,2022-04-01 23:28:17.297297296,Product Not Received,Automotive Appliances,53219.65,MC000031,Fraud Report,Staff_159,Pending,"I ordered a car air conditioner online from a merchant named MC000031. The product was supposed to be delivered within 7-10 business days, but it has been more than 2 weeks and I have not received it. I have contacted the merchant multiple times, but they have not",resolved in favor of merchant,2022-06-26 23:28:17.297297296,0,True
DS000732,C000004,2022-03-14 01:48:06.486486488,2022-06-01 01:48:06.486486488,Return Policy Violation,Sports Equipments,29032.93,MC000063,Identity Verification Documents,Staff_150,Resolved,I am very disappointed with the purchase I made from [Merchant Name]. The item I received was not the same as the one I ordered. The item is faulty and does not work properly. I am requesting a refund or replacement for the item.,resolved in favor of merchant,2022-07-10 01:48:06.486486488,39,False
DS000733,C000098,2022-03-15 04:07:55.675675672,2022-05-05 04:07:55.675675672,Incorrect Amount Charged,Beauty and Personal Care,14000.01,MC000023,Terms and Conditions,Staff_208,Resolved,"Dear Merchant,",resolved in favor of merchant,2022-07-15 04:07:55.675675672,71,False
DS000734,C000017,2022-03-16 06:27:44.864864864,2022-03-30 06:27:44.864864864,Product Defective,Art and Craft,62967.25,MC000028,Fraud Report,Staff_087,Resolved,"I ordered a custom-made wall art piece from an online art shop and was excited to see the final product. Unfortunately, when it arrived, it was not what I had ordered. The product was defective and not in good condition, and I was disappointed with the quality. I contacted the merchant to request a refund",resolved in favor of merchant,2022-07-14 06:27:44.864864864,106,False
DS000735,C000046,2022-03-17 08:47:34.054054056,2022-05-06 08:47:34.054054056,Failure to Receive Credit,Footwear,54860.42,MC000024,Photos/Videos,Staff_085,Rejected,"I recently purchased a pair of shoes from a merchant, and I was very disappointed with the quality of the product. The shoes were not the same style or color as the original pair that I ordered, and they were not a good fit. I contacted the merchant to request a refund, but they were unable to provide one",resolved in favor of merchant,2022-05-09 08:47:34.054054056,0,False
DS000736,C000066,2022-03-18 11:07:23.243243240,2022-06-12 11:07:23.243243240,Incorrect Amount Charged,Electronics,11928.48,MC000077,Bank Statement,Staff_127,Rejected,"Dear Mega Mart,",resolved in favor of merchant,2022-08-12 11:07:23.243243240,0,True
DS000737,C000052,2022-03-19 13:27:12.432432432,2022-04-21 13:27:12.432432432,Service Not Rendered,Toys and Games,26861.11,MC000018,Service Agreement,Staff_358,Rejected,"Hi, I recently purchased a toy from a merchant called \""MC000018\"" and was charged $26861.11. I made the purchase on 2022-03-19 13:27:12.432, and",resolved in favor of merchant,2022-09-12 13:27:12.432432432,0,True
DS000738,C000066,2022-03-20 15:47:01.621621624,2022-04-24 15:47:01.621621624,Merchant Error,Footwear,63503.86,MC000052,Correspondence,Staff_375,Rejected,"I purchased a pair of sunglasses from an online retailer, but when they arrived, they were heavily scratched and not in the condition I expected. I contacted the company to request a refund, but they denied my request and claimed that the glasses were in good condition. I provided them with pictures of the",resolved in favor of member,2022-08-25 15:47:01.621621624,0,True
DS000739,C000017,2022-03-21 18:06:50.810810808,2022-05-24 18:06:50.810810808,Incorrect Amount Charged,Groceries,23156.89,MC000040,Identity Verification Documents,Staff_050,Rejected,"I recently made a purchase from Groceries and was disappointed with the service. The product I ordered was not delivered on time, and the quality of the product was poor. The customer service was also not up to the mark, and they didn't respond to my queries. I would not recommend this service to others",resolved in favor of merchant,2022-09-25 18:06:50.810810808,0,True
DS000740,C000078,2022-03-22 20:26:40.000000000,2022-04-28 20:26:40.000000000,Product Not Received,Art and Craft,89727.38,MC000021,Terms and Conditions,Staff_021,Pending,"I am writing to inform you that I purchased a piece of art from your company, MC000021, and it has not been received at my address. I placed my order on 2022-03-22 20:26:40 and paid $8",resolved in favor of merchant,2022-10-15 20:26:40.000000000,0,True
DS000741,C000086,2022-03-23 22:46:29.189189184,2022-04-14 22:46:29.189189184,Fraudulent Transaction,Pet Supplies,70022.04,MC000060,Terms and Conditions,Staff_399,Rejected,"This is a review for a chargeback on a transaction for Pet Supplies. The dispute was deemed to be Fraudulent Transaction, and the chargeback was rejected.",resolved in favor of member,2022-10-09 22:46:29.189189184,0,True
DS000742,C000038,2022-03-25 01:06:18.378378376,2022-04-29 01:06:18.378378376,Product Not Received,Sports Equipments,25783.38,MC000063,Identity Verification Documents,Staff_046,Rejected,"I ordered a set of footballs from a sports equipment store recently, and I had a terrible experience. The footballs arrived with a few of them deflated, and I was very disappointed. I contacted the store to complain, but they just dismissed my complaint and refused to replace the defective footballs. I",resolved in favor of member,2022-07-01 01:06:18.378378376,0,True
DS000743,C000084,2022-03-26 03:26:07.567567568,2022-06-06 03:26:07.567567568,Unauthorized Recurring Charge,Beauty and Personal Care,87376.48,MC000023,No Documentation Provided,Staff_328,Pending,"I am writing to dispute the $87.38 charge that was made on my credit card on March 26, 2022. I did not authorize this charge and have never made a purchase from this merchant. I have never heard of this company and do not recall, out of the",resolved in favor of member,2022-09-14 03:26:07.567567568,0,False
DS000744,C000010,2022-03-27 05:45:56.756756752,2022-04-09 05:45:56.756756752,Failure to Receive Credit,Furniture,49279.89,MC000015,Bank Statement,Staff_114,Resolved,"I recently purchased a beautiful leather couch from a well-known furniture store. Unfortunately, the couch never arrived and I have not heard back from the company since my purchase. I have tried contacting them multiple times but have been unsuccessful. I was excited to have a new piece of furniture in my home, but unfortunately",resolved in favor of member,2022-10-02 05:45:56.756756752,176,True
DS000745,C000007,2022-03-28 08:05:45.945945944,2022-04-09 08:05:45.945945944,Services Rendered but Unsatisfactory,Electronics,38076.93,MC000090,Bank Statement,Staff_309,Rejected,I recently purchased a new laptop from this merchant and I am very disappointed. The specs of the laptop were not what I was promised and the customer service was horrible. I have been trying to get a refund for over a month now but the merchant keeps telling me that they are unable to do so. I am very,resolved in favor of merchant,2022-07-30 08:05:45.945945944,0,True
DS000746,C000044,2022-03-29 10:25:35.135135136,2022-04-04 10:25:35.135135136,Return Policy Violation,Automotive Appliances,86574.55,MC000008,Correspondence,Staff_129,Resolved,There was a problem with the product I purchased. It did not meet my expectations and I am returning it.,resolved in favor of merchant,2022-04-28 10:25:35.135135136,24,True
DS000747,C000013,2022-03-30 12:45:24.324324320,2022-06-22 12:45:24.324324320,Billing Descriptor Issue,Footwear,47902.07,MC000043,Bank Statement,Staff_325,Pending,"The dispute is related to a billing descriptor issue, which is a common chargeback reason. The PRODUCT_TYPE is footwear, which can be more prone to chargebacks as customers may not be satisfied with the quality or fit of the product.",resolved in favor of merchant,2022-11-23 12:45:24.324324320,0,True
DS000748,C000052,2022-03-31 15:05:13.513513512,2022-06-16 15:05:13.513513512,Billing Descriptor Issue,Automotive Appliances,19013.58,MC000099,Identity Verification Documents,Staff_273,Rejected,The product was not as described and I am not happy with the purchase. I am requesting a full refund for the item.,resolved in favor of member,2022-11-22 15:05:13.513513512,0,False
DS000749,C000042,2022-04-01 17:25:02.702702704,2022-06-24 17:25:02.702702704,Merchant Error,Home essentials,38128.6,MC000098,Identity Verification Documents,Staff_079,Resolved,"I recently had a chargeback dispute with a merchant for a home essentials product I ordered. Unfortunately, the product I received was not what I ordered. The merchant shipped me a hair dryer instead of a hair straightener. Despite contacting the merchant to fix the issue, they were unhelpful and refused to",resolved in favor of merchant,2022-08-18 17:25:02.702702704,55,False
DS000750,C000093,2022-04-02 19:44:51.891891888,2022-04-17 19:44:51.891891888,Canceled Transaction,Electronics,51183.45,MC000054,Receipt,Staff_276,New,"I was charged on April 02, 2022 for a transaction with the amount of $51183.45. I dispute this transaction as it was performed without my knowledge or consent. I have attached my receipt as proof of purchase.",resolved in favor of member,2022-08-29 19:44:51.891891888,0,False
DS000751,C000050,2022-04-03 22:04:41.081081080,2022-06-18 22:04:41.081081080,Lack of Disclosure,Groceries,86552.51,MC000028,Identity Verification Documents,Staff_214,New,"I had recently purchased a product from a popular online store and was eagerly waiting for its delivery. However, to my dismay, when the product arrived, I noticed that it was damaged and not in the condition I had expected. I promptly contacted the customer service team and explained the issue. They were very understanding",resolved in favor of merchant,2022-09-21 22:04:41.081081080,0,True
DS000752,C000012,2022-04-05 00:24:30.270270272,2022-05-21 00:24:30.270270272,Product Defective,Groceries,33422.95,MC000059,Correspondence,Staff_089,Resolved,I am disappointed with the service I received from this merchant. I ordered a product and it arrived damaged. The packaging was also not up to par and the product was not as described. I tried to contact the merchant to resolve the issue but they were unresponsive. I would not recommend this merchant to anyone.,resolved in favor of merchant,2022-10-07 00:24:30.270270272,139,True
DS000753,C000056,2022-04-06 02:44:19.459459456,2022-06-25 02:44:19.459459456,Billing Descriptor Issue,Toys and Games,89753.12,MC000003,Service Agreement,Staff_250,Rejected,I received a chargeback for a transaction with a merchant for a product. The dispute type was a billing descriptor issue. I was unhappy with the transaction and disputed it with the merchant. I provided customer documentation and the dispute was rejected. I was dissatisfied with the resolution and the resolution time was zero.,resolved in favor of merchant,2022-11-05 02:44:19.459459456,0,False
DS000754,C000052,2022-04-07 05:04:08.648648648,2022-04-20 05:04:08.648648648,Incorrect Amount Charged,Footwear,62189.87,MC000061,Identity Verification Documents,Staff_265,New,"I recently purchased a pair of shoes from your store, and I'm disappointed to say that the product was not as described. I chose the ""Incorrect Amount Charged"" dispute type because I believe that I paid more for the shoes than what was advertised. I'm hoping that you can resolve",resolved in favor of merchant,2022-06-22 05:04:08.648648648,0,False
DS000755,C000047,2022-04-08 07:23:57.837837840,2022-04-25 07:23:57.837837840,Product Defective,Fashion hub,34104.84,MC000065,Bank Statement,Staff_203,Rejected,"I ordered a dress from Fashion hub, but it arrived defective. The material was poor and the color didn't match what was shown on the website. I tried contacting customer support, but they were unhelpful and refused to refund my money. I am very disappointed with this experience and will not be",resolved in favor of member,2022-06-27 07:23:57.837837840,0,False
DS000756,C000064,2022-04-09 09:43:47.027027024,2022-04-25 09:43:47.027027024,Unauthorized Recurring Charge,Beauty and Personal Care,24238.09,MC000099,Fraud Report,Staff_245,Pending,"I recently made a purchase from a merchant called ""MC000099"" for a beauty product. Unfortunately, I did not receive my order and was charged $242.38. I contacted the merchant and they informed me that the order had been cancelled due to a dispute with the merchant.",resolved in favor of merchant,2022-05-01 09:43:47.027027024,0,True
DS000757,C000058,2022-04-10 12:03:36.216216216,2022-04-19 12:03:36.216216216,Fraudulent Transaction,Home essentials,85493.15,MC000078,Bank Statement,Staff_140,Rejected,"The product I ordered was not delivered to my address, and I have been waiting for more than a week. I am a member of this store, and I have been shopping here for a long time. Please help me to get the product as soon as possible.",resolved in favor of member,2022-07-21 12:03:36.216216216,0,True
DS000758,C000076,2022-04-11 14:23:25.405405408,2022-04-18 14:23:25.405405408,Product Not Received,Electronics,89457.44,MC000005,Bank Statement,Staff_063,New,"I recently purchased an electronic product from a reputable merchant, but unfortunately, I was unsatisfied with the product's quality. The product arrived defective, and despite my best efforts to contact the merchant's customer service department for a replacement or refund, I was met with limited assistance.",resolved in favor of member,2022-08-12 14:23:25.405405408,0,True
DS000759,C000010,2022-04-12 16:43:14.594594592,2022-04-29 16:43:14.594594592,Unrecognized Transaction,Sports Equipments,11872.09,MC000057,Correspondence,Staff_306,Pending,"I am writing this review to express my dissatisfaction with the purchase of a pair of sports shoes on the website. The shoes were supposed to be delivered within a few days, but I have not received them for over a month now. The customer service team has been unhelpful and has not been able to provide",resolved in favor of merchant,2022-10-28 16:43:14.594594592,0,True
DS000760,C000047,2022-04-13 19:03:03.783783784,2022-06-29 19:03:03.783783784,Fraudulent Transaction,Fashion hub,81571.59,MC000073,Identity Verification Documents,Staff_279,New,"I ordered a product from Fashion hub, but it was never delivered. I contacted the merchant, but they were unresponsive. I disputed the charge with my bank, and they issued me a refund. The product was a \*product type\* and the dispute type was \*dispute type\",resolved in favor of member,2022-11-03 19:03:03.783783784,0,False
DS000761,C000012,2022-04-14 21:22:52.972972976,2022-06-10 21:22:52.972972976,Product Defective,Health and Hygiene,18649.68,MC000024,Identity Verification Documents,Staff_137,Pending,"I purchased a box of Hand Soaps from this merchant for $186.49 and it was delivered on April 14, 2022. I used the products for a couple of days and was dissatisfied with their performance. The soaps did not lather, making it difficult",resolved in favor of member,2022-09-23 21:22:52.972972976,0,False
DS000762,C000020,2022-04-15 23:42:42.162162160,2022-04-24 23:42:42.162162160,Unrecognized Transaction,Beauty and Personal Care,85167.42,MC000076,Bank Statement,Staff_275,Pending,"I am writing this to express my disappointment with the merchant. I ordered some beauty products from the merchant, but the product I received was not of the same quality as shown on the website. The product was defective and not up to my expectations. I would not recommend this merchant to anyone and would avoid purchasing from them",resolved in favor of merchant,2022-08-17 23:42:42.162162160,0,False
DS000763,C000066,2022-04-17 02:02:31.351351344,2022-06-22 02:02:31.351351344,Return Policy Violation,Toys and Games,76458.86,MC000060,Fraud Report,Staff_379,Pending,"I am extremely disappointed with the purchase of this product. I bought a toy for my child, but when I received it, I noticed that it was not a toy but a gaming console. I tried to contact the seller, but they did not respond to my emails. I contacted my bank and they refused to refund the",resolved in favor of member,2022-08-02 02:02:31.351351344,0,False
DS000764,C000043,2022-04-18 04:22:20.540540544,2022-05-06 04:22:20.540540544,Unauthorized Recurring Charge,Beauty and Personal Care,52785.91,MC000049,Receipt,Staff_204,Resolved,"I ordered a beauty product from a popular online retailer, but it was never delivered. I was charged for the product, but I never received it. The company's customer service was unhelpful and unresponsive, and I was unable to get a refund. Overall, I would not recommend this company to",resolved in favor of member,2022-06-20 04:22:20.540540544,45,True
DS000765,C000098,2022-04-19 06:42:09.729729728,2022-05-25 06:42:09.729729728,Services Rendered but Unsatisfactory,Sports Equipments,97892.28,MC000058,Correspondence,Staff_373,Pending,"I purchased a pair of running shoes from the merchant and used them for a few months. However, I recently noticed that the soles of the shoes were starting to wear out and I needed to replace them. I contacted the merchant to inquire about their return policy and they informed me that they did not offer returns or",resolved in favor of merchant,2022-11-21 06:42:09.729729728,0,False
DS000766,C000081,2022-04-20 09:01:58.918918912,2022-06-15 09:01:58.918918912,Services Rendered but Unsatisfactory,Art and Craft,1304.07,MC000049,Terms and Conditions,Staff_223,Pending,The product I received was not what I expected. It was not the same as the one I ordered. I was unhappy with the product and the service I received. I was not satisfied with the quality of the product and the service.,resolved in favor of member,2022-09-02 09:01:58.918918912,0,True
DS000767,C000095,2022-04-21 11:21:48.108108112,2022-06-21 11:21:48.108108112,Failure to Receive Credit,Sports Equipments,18799.3,MC000046,Photos/Videos,Staff_116,New,"I recently purchased a pair of running shoes from a popular online retailer, but upon receiving the package I discovered that the shoes were damaged. The right shoe had a large crack in the sole, making them completely unusable. I contacted the retailer and explained the issue, but they were unable to provide a satisfactory",resolved in favor of merchant,2022-09-02 11:21:48.108108112,0,True
DS000768,C000043,2022-04-22 13:41:37.297297296,2022-06-18 13:41:37.297297296,Lack of Disclosure,Home essentials,22871.95,MC000036,Terms and Conditions,Staff_017,Rejected,"I recently purchased some bedsheets from a popular online retailer, and I was disappointed to find that they were made of a cheap polyester blend instead of the high-quality cotton that was advertised. Even though the sheets were listed as being 100% cotton, they were in fact only a poly",resolved in favor of merchant,2022-11-01 13:41:37.297297296,0,False
DS000769,C000051,2022-04-23 16:01:26.486486480,2022-05-24 16:01:26.486486480,Billing Descriptor Issue,Sports Equipments,88263.53,MC000082,Terms and Conditions,Staff_191,Rejected,"Money back guaranteed! I ordered a $88263.53 product on April 23, 2022, and was charged for the item on the same day. But the product was never delivered to me, and I have not received any updates on the status of my order.",resolved in favor of member,2022-07-16 16:01:26.486486480,0,True
DS000770,C000076,2022-04-24 18:21:15.675675680,2022-07-17 18:21:15.675675680,Merchant Error,Fashion hub,61818.15,MC000018,Receipt,Staff_035,Pending,"I recently made a purchase from Fashion hub and was pleased with the quality and selection of products. However, I received an email from the company stating that my order had been canceled due to a dispute with my bank. I was very disappointed and contacted their customer service for assistance. The staff member I spoke to was",resolved in favor of member,2022-11-30 18:21:15.675675680,0,False
DS000771,C000025,2022-04-25 20:41:04.864864864,2022-07-08 20:41:04.864864864,Fraudulent Transaction,Groceries,22221.69,MC000078,Service Agreement,Staff_353,Resolved,"The chargeback reason is Fraudulent Transaction, which means that the transaction was made without the customer's authorization or without the customer's knowledge. The product type is Groceries, which refers to food items such as fruits, vegetables, meat, and dairy products. This can include fresh produce,",resolved in favor of merchant,2022-10-16 20:41:04.864864864,100,True
DS000772,C000096,2022-04-26 23:00:54.054054048,2022-07-24 23:00:54.054054048,Fraudulent Transaction,Automotive Appliances,73831.47,MC000050,Correspondence,Staff_325,Rejected,"I recently purchased an automotive appliance from a well-known online retailer. The product was advertised as a high-quality item that would improve the performance of my vehicle. However, after receiving the product, I discovered that it was not as described and did not meet my expectations. I reached out to the",resolved in favor of merchant,2022-08-06 23:00:54.054054048,0,True
DS000773,C000081,2022-04-28 01:20:43.243243248,2022-06-05 01:20:43.243243248,Canceled Transaction,Health and Hygiene,85488.32,MC000006,Photos/Videos,Staff_058,Pending,This is a review from a customer who purchased a health and hygiene product from a merchant. The customer disputed the transaction due to a canceled transaction. The customer stated that the transaction was canceled due to their request. The merchant assigned the dispute to staff member 58 to investigate the dispute. The,resolved in favor of member,2022-11-17 01:20:43.243243248,0,True
DS000774,C000039,2022-04-29 03:40:32.432432432,2022-07-05 03:40:32.432432432,Unrecognized Transaction,Sports Equipments,87393.02,MC000085,Photos/Videos,Staff_085,Pending,"Dear Credit Card Company,",resolved in favor of member,2022-10-06 03:40:32.432432432,0,True
DS000775,C000065,2022-04-30 06:00:21.621621616,2022-07-13 06:00:21.621621616,Merchant Error,Beauty and Personal Care,40347.4,MC000026,Bank Statement,Staff_218,Pending,"I am extremely disappointed with the service provided by this company. I ordered a product from their website, but it never arrived. After several unsuccessful attempts to contact customer service, I was forced to initiate a chargeback. The merchant disputed the chargeback, but I received a resolution in favor of the member.",resolved in favor of member,2022-08-23 06:00:21.621621616,0,False
DS000776,C000092,2022-05-01 08:20:10.810810816,2022-06-11 08:20:10.810810816,Billing Descriptor Issue,Groceries,60394.8,MC000077,Terms and Conditions,Staff_233,Rejected,"I recently made a purchase from a merchant for groceries and was charged $60394.8. I'm very disappointed in their billing descriptor as it was incorrect, causing confusion and confusion among customers, leading to chargebacks. I'm very frustrated with the whole situation and would like to",resolved in favor of merchant,2022-08-27 08:20:10.810810816,0,True
DS000777,C000005,2022-05-02 10:40:00.000000000,2022-05-09 10:40:00.000000000,Lack of Disclosure,Groceries,68090.96,MC000068,Service Agreement,Staff_060,Rejected,Lack of Disclosure for Groceries,resolved in favor of merchant,2022-07-05 10:40:00.000000000,0,True
DS000778,C000000,2022-05-03 12:59:49.189189184,2022-05-22 12:59:49.189189184,Return Policy Violation,Health and Hygiene,21431.29,MC000075,Service Agreement,Staff_359,Rejected,"I am the customer and I am writing this review to complain about the quality of the product I received. I ordered a product from this store and it was supposed to be a high-quality product, but when I received it, it was not as described. The product was of poor quality and did not meet my expectations",resolved in favor of merchant,2022-06-10 12:59:49.189189184,0,True
DS000779,C000004,2022-05-04 15:19:38.378378384,2022-05-16 15:19:38.378378384,Identity Theft,Fashion hub,58029.63,MC000075,Photos/Videos,Staff_009,Resolved,"This is a chargeback dispute involving a transaction for a product that was purchased using a fashion hub. The dispute type is identity theft. The customer is claiming that the purchase was made by someone who was not the actual owner of the card. The chargeback was resolved in favor of the member, and the outcome was resolved",resolved in favor of member,2022-05-20 15:19:38.378378384,4,False
DS000780,C000029,2022-05-05 17:39:27.567567568,2022-06-18 17:39:27.567567568,Incorrect Amount Charged,Pet Supplies,30154.85,MC000012,Identity Verification Documents,Staff_384,Resolved,"I am writing this review to inform you about the chargeback I received on my recent purchase from Pet Supplies. I ordered some pet supplies from your store and was charged an incorrect amount on my card. I disputed the charge as soon as I noticed the error, but the chargeback was not resolved in my favor",resolved in favor of merchant,2022-06-21 17:39:27.567567568,3,False
DS000781,C000036,2022-05-06 19:59:16.756756752,2022-06-03 19:59:16.756756752,Failure to Receive Credit,Baby care,58870.27,MC000007,Identity Verification Documents,Staff_256,Rejected,"I was disappointed with my purchase of baby care products from Merchant ID MC000007. The products were not what I expected and did not meet my needs. I filed a dispute with my credit card company to return the products and receive a refund. However, the dispute was rejected and the chargeback",resolved in favor of merchant,2022-06-08 19:59:16.756756752,0,True
DS000782,C000074,2022-05-07 22:19:05.945945952,2022-06-13 22:19:05.945945952,Unrecognized Transaction,Pet Supplies,83114.6,MC000042,Bank Statement,Staff_034,New,"I recently purchased a pair of pet supplies from a local retailer, and I was disappointed with the quality of the product. The item was poorly made and not fit for purpose, and I would not recommend it to anyone else.",resolved in favor of merchant,2022-10-24 22:19:05.945945952,0,True
DS000783,C000032,2022-05-09 00:38:55.135135136,2022-05-18 00:38:55.135135136,Merchant Error,Automotive Appliances,20457.77,MC000063,Receipt,Staff_316,Resolved,"I am writing this review to inform you that I recently purchased a car from your dealership and was disappointed to find out that it was not the one I had selected. I had been in contact with your sales staff and had agreed on a specific model, but when I went to pick up the car, I was surprised",resolved in favor of member,2022-07-06 00:38:55.135135136,49,False
